text,label,country
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Hi Bobbie I’m following you now 💙🌊🙋‍♀️,safe,SG
"É Taylor, vc tá com o maior hype da sua carreira desde ME! NÃO NOS DECEPCIONE LINK",safe,BR
@USER Bütün dinlerde yapmamız lazım amk garanti olsun,Harassment,TR
"One of the legacies #Emilokan
promised to build on. Shameless people!

Knocks as Buhari’s daughter-in-law graduates from UK varsity LINK",Politically_Sensitive_Topics,SG
@USER @USER me aceita tb leo,safe,BR
Ak yadav chif up sir g sachyi display karne ki ye saza h,safe,TR
จับทั้งพม่านายหน้าคนขับขังรวมกันให้หมดทุกนี้ก็จะอดตายกันอยู่แล้วสร้างแต่ความเดือดร้อนไม่มีที่สิ้นสุดรู้ทั้งรู้ว่ามันคือโรคระบาด,Hate_Speech,TH
pasal nsetiap orang yang mengunakan atau memanfatkan korban ntindak pidana perdagangan orang dengan cara melakukan npersetubuhan atau perbuatan cabul lainya dengan korban tindak npidana perdagangan orang mempekerjakan korban tindak pidana nperdagangan orang untuk meneruskan praktik eksploitasi atau nmengambil keuntungan dari hasil tindak pidana perdagangan norang dipidana dengan pidana yang sama sebagaimana dimaksud ndalam pasal pasal pasal pasal dan pasal,Dangerous_Content,ID
"ERES UNA MIERDA MOYA RECONCHETUMADRE RETÍRATE DEL FÚTBOL TODAVÍA TIENES TIEMPO DE ESTUDIAR, HORRIBLE CULIAO",Harassment,MX
@berrynawal عّم تمزحي مش بس انو مزحك تقيل الا انو كذابة كمان,Harassment,SA
@USER @USER -La mujer de Trump es inmigrante y las progres la llaman señorita de compañía. -La de Obama es negra -Fascista!,Hate_Speech,MX
kevin de bruyne inja yezinja bafethu 🙆‍♂️🙆‍♂️🙆‍♂️ #belgium #euro2021,safe,ZA
"Pos lo primerito es abrir esa puta web un poco, amigo mio. Que eso que haya que registrarse pa ver las cosas, estupendo. Pero es que que haya una jerarquia pa poder ver las cosas internas, que pa verlas por lo visto primero hay k aportar, chupar el culete a los demas etc. Y si no tengo na que aportar? Es que da la casualidad que no tengo cintas del camaron en vhs pasadas a avi PORQUE YO NO VIVIA cuando el camaron vivia. Me parece criminal por vuestra parte no compartir una musica que jamas volvera a sonar en como tal en directos, y lo unico que nos keda de ella os la kedais pa vosotros. Frikis.",Harassment,MX
"... É o que comecei a desconfiar ali em coisas que parecem distintas: no desprezo à política sanitária, antes referência no mundo; na desconfiança da linha dura com a urna eletrônica; na grosseria sem precedentes durante luto inglês; na birra coletiva irracional com o STF ....",BR_Political_Extremism,BR
Ben Kaba değilim sana öle geliyor 20 yaşındayım ve bana akıl verir tarzı konuşma adam gibi konuş canımı ye kardeşim PierreLotte (mesaj) ,Harassment,TR
"Merhaba Sabri. Küfürlü değişiklikler için gizleme isteğinde bulunduğunu gördüm. Ancak gizleme tüm küfürlü değişiklikler için rutin bir uygulama değildir. Şuraya göz atmakta yarar var.    Gizleme yaygın ve normal vandalizmde - fevkalâde kötü ve saldırgan vandalizmde bile - yukarıdaki durumlardan biri söz konusu olmadığı sonuçta kullanılmaz.    deniliyor. yabancım  Merhabalar. Birçok küfürlü değişiklik gizleme değişiklişkleriyle karşılaştığımdan hizmetlilerden bunları isterdim ve şu ana kadar kimse o maddeleri hatırlatmamıştı. Hatırlattığın için teşekkürler ancak, bir porno oyuncusuna  o**pu  yazılmış bir değişiklik aynı zamanda ona da hakarettir. Bu nedenle bu mesajı genel olarak yazdığını düşünüyorum. Bundan sonra daha dikkatli olurum. Uyarın için teşekkürler. İyi çalışmalar... ",Harassment,TR
@USER Vascão 2 x 0 Maria,safe,BR
"¡Puros moros,son alimañas!Cerdos,asesinos,violadores.Ojala una plaga o una bomba para exterminarlos a todos!!!",Hate_Speech,MX
ตายทั้งประเทศพม่าตีไทย,Hate_Speech,TH
"Como es habitual, el colectivo LGTB mete a capón su párrafo. Esta vez en  Población por sexo . Me parece totalmente accesorio, tendencioso e insustancial porque no aporta nada a un artículo enciclopédico generalista. Sería igual de irrelevante que el movimiento antitaurino o pro-libertad-de-derechos-de-los-fumadores fuera colocando sus ideas en artículos como este. Además, la redacción es penosa.",Hate_Speech,MX
bulan juni ngomongnya mingu kedua sudah ada di ofline store dan nbulan juli bicara lagi mingu kedua dijamin sudah ada di ofline store dan neh sekarang bilang baru ada di awal bulan agustus tot lah kamu asus bodat mati saja kamu bujangenam fuck,Harassment,ID
"NO SE SI ERES CHILENO O NO PERO, POR FAVOR NO VENGAS A DEMOSTRARNOS TU IGNORANCIA, ESO DE SI TU TE GUSTA NO LO VEAS, ES TIPICO DE UN IGNORANTE SIN ARGUMENTOS... UBICATE Y HABLA CON ARGUMENTOS Y NO EVADIENDO A LOS DEMAS",Harassment,BR
"@USER jajajaja es que la lías, no puedes decirle el título directamente?",safe,MX
1. Bye Bye Retard,Harassment,TR
vipi mzee wangu uko na mshua boy shujaa huko kweli ama ye anakaa mbali kidogo,safe,ZA
@USER cambia la cara de saco de weas primero 😂🤣😂🤣😂🤣😂,Harassment,MX
quem foi que deixou eu mandar áudio bêbada nessa porra namoral isso deveria ser proibido,Harassment,BR
RT @USER: يا شام ❤️ يا شام ❤️ يا شام <LF>يا بوابة التاريخ ليحرسك الله <LF>#سوريون_سياحة <LF>#سوريون_كل_القصّة URL,safe,SA
Bugün hakkında yorum yapmak istemiyorum,safe,TR
awal nya kamu mau menciptakan ujaran kebencian buat case ini eh tahu tahu nya kamu yang jadi bahkan di buly tolong di jadi pembelajaran buat diri kamu,Harassment,ID
"@USER @USER Your lost ,I just dont get how you seem to fall for the lefts garbage you must be brainwashed or braindead ,hhmm smh",Harassment,SG
唉，这里的人，这里的评论，在这里性别是女就是错误,Hate_Speech,SG
كلام سليم سيد نبيل. لكن لا حياة لمن تنادي، هناك قوم يصطادون في الماء العكر... هناك مدفوعي الثمن من اجل هذه التعليقات.,Politically_Sensitive_Topics,SA
يا تكوووون قد الحياة، يا تيجي تترزع جنبنا هنا ومتقرفناش.!!!,Harassment,SA
quero me cortar todo fodase,Dangerous_Content,BR
Chon Simpha ปัญหาเกิดจากเจ้าหน้าที่รัฐหละหลวมปล่อยฝห้แรงงานพม่าเข้ามาทำงานได้อย่างเสรีทั้งๆที่ประเทศพม่าก็รับเชื้อมาจากอินเดีย แล้วยังมีคนเห็นแก่ได้ลักลอบนำแรงงานผิดกฏหมายเข้ามาอีกเลยทำให้เหตุการณ์เลวร้ายไปใหญ่...ไอ้บาบู แขกดอนเมืองมันควรโดนโทษประหารด้วยซ้ำเพราะมันค้ามนุษย์,Hate_Speech,TH
patreon for full pic LINK,Sexually_Explicit_Information,SG
"ariko nta kitumvikana hano. mu gihe nyuma y'umuganda hari ibiganiro bigomba kwigisha abaturage kw'irinda indwa z'iterwa n'umwanda, bizacishwa kuri radio na television by'igihugu nta nama ziruta izi kuko bifasha benshi. nta biganiro mu ngo bavuze!! ##url",safe,ZA
@USER I Googled “types of ducks” and picked the one I thought looked coolest. Your origin is MUCH cuter!!,safe,SG
เมื่อก่อนพม่ามันเผาบ้านเราแต่ตอนนี้มันมาค่าพวรเราอีกเพราะคนไทยใจดีต้อนรับ?พวรมันให้ข้าวให้นํ้ามัก็ให้โรคพวรคนไทยสบายเลย,Hate_Speech,TH
"vc n gosta de suju? — é sobre o leeteuk? 
eu me referia ao modo que o fandom trata o show do bts na arabia, como se super junior tivesse feito isso possível(?) e não o esforço dos 7, fora isso eu não tenho nada contra eles https://t.co/wg5eJA4NYW",safe,BR
พวกพม่านี่มันรู้เรื่องอะไรหรือเอามันกลับบ้านมันเลยสร้างปัญหามาตั้งกี่ร้อยปีแล้ว ส่วนไอ้คนที่จ้างนี่ก็อีกไม่กลัวโดนฆ่าบ้างรึ,Hate_Speech,TH
prof kalau nanti ada spanduk anda mendukung khilafah anda harus juga siap karena harga spanduk sekarang hanya semeter hanya butuh untuk spanduk dan ongkos pasang kalau mau resmi lihat di tweter resmi atau websitenya,Politically_Sensitive_Topics,ID
@USER Xenophobia cannot speak of democracy. Aún recordamos a esta chica contando con desprecio cada refugiado sirio que cruzaba dinamarca. Que vergüenza estos nuevos boers hablando de negacionismo en las teles fachas usa en nombre de la democracia. In Spain we call it #macarenaOlona,Hate_Speech,MX
"Balón de oro? Lol. NO lo sabía... Pero como es posible wn. Si este weon es MALíISIMO. un tronco asqueroso, un hachero sin timing ni habilidad alguna. Impresentable (ojo, soy de la U).",Harassment,MX
"Mucha queja de que los musulmanes quieren poner su religión, pero luego sois los primeros en querer obligar a Leticia a santiguarse",Hate_Speech,MX
@JmanuscJose Vente aqui subnormal y estate un rato en la calle y vuelve a tuitear esa mierda,Harassment,MX
"co""@username : 😍😍😍😍 uzobhebheka!!!""@username : ##url",safe,ZA
REDIRECT Talk:Gobustan National Park,safe,ID
(الله يرزق من يشاء بغير حساب)...(لئن شكرتكم لازيدنكم)....,safe,SA
"@USER @USER QUÉ ERES LOCA? Por qué mencionas el lugar de trabajo de ese señor solo porque no te guste su broma? No por nada les dicen FEMINAZIS, FEMILOCAS...",Harassment,MX
"@USER @USER El guion: el mismo de Venezuela. La diferencia: Petro guerrillero; Chávez militar. Con todos ahora petristas, la única piedra en el camino son las Fuerzas Armadas. Van a deslegitímalas, desmoralizarlas y ascender suboficiales. Ya se viene él informe de la comisión de la verdad.",Politically_Sensitive_Topics,MX
günaydın. aranızda uyumayan varsa hemen uyansın ve güna başlasın evinizin prensi ya da prensesi değilsiniz ya ahahaha neyse günaydın canlarım hepinize,safe,TR
"@USER @USER He was actually right.
So u shut the fuck up.",Harassment,ZA
"2. Falta información respecto a los comerciales que hizo Mónica, pues si bien su carrera fue prácticamente el modelaje y publicidad, previo a la conducción del programa Nubeluz, en estos ámbitos se desarrollo en Yambal como modelo principal junto a otras 4 chicas, y destacó en comerciales como Henno de Pravia, Kolynos, Colomural, Basa... Hay muchos datos que han aparecido en entrevistas realizadas al equipo de producción de Nubeluz que destacan aspectos positivos de Mónica y que fueron un punto importante para el éxito del programa.",safe,MX
kalau bisa nikah resmi kenapa mesti nikah siri padahal alah saja tidak suka hal hal yang menimbulkan fitnah terus pertimbangkan manfat dan mudhorotnya nanyanya mustinya lebih baik nikah resmi apa nikah siri jangan kebalik bertanya lebih pacaran apa nikah siri aduh pakai logika dong,safe,ID
"@Jayanta Sarkar 😂😂😂😂 Maine bhi dekha woh video, Gazab video hai, poora faad
saala uss laundiya ko.",Harassment,ID
hay mau tahu karakter sesorang hanya lewat foto saja ayo cobain face reading di kami cuma lewat foto saja kalian bisa tahu karakter sesorang lho dan kalian bisa konsul suatu masalah juga masalah pacar sahabat keluarga dan masih banyak lagi di jamin privasi aman,safe,ID
"Gibraltar no forma parte del Reino Unido. Sin embargo, la Junta de Andalucía, a la Diputación de Cádiz y al Ayuntamiento de La Línea son parte del Reino de España. El Reino Unido no comparte una frontera con España, no sería correcto poner esto en la plantilla. También, es PVN describir Gibritalar como una colonia. Según los gobiernos de Gibraltar y el Reino Unido, es un territorio británico de ultramar. Según la Organización de las Naciones Unidas es un territorio no autónomo cuya potencia administrante es el Reino Unido. Por el Gobierno de España, Gibraltar es una colonia. Philip ",Politically_Sensitive_Topics,MX
""" 
 Ek Heart Touching Story.... 

  
 Who is Fake & who is Real Mom..? 

 Ek 8 saal ke Bachhe ki Maa mar jati 
 hai 

 ek din Uske Papa ne pucha ki Beta 
 tujhe apni nayi Maa aur Mari hui 
 Maa me kya fark laga ??? 

 to wo ladka bola  Meri Nayi Maa 
 Sachhii hai aur Mari hui Maa jhuti 
 thi,,,,,!! 

 ye sun ke Us admi ko Jhatkasa 
 laga  
 aur bola  kyu beta , esa kyu 
 Lagta hai ??  

 Jisne tujhe Janmdiya 
 wo Jhuti aur kal ayi hui Maa sachhi 
 kyu lagti hai ??? 

 Ladka bola  Jab mh Masti Karta 
 tha tb Maa kahti yhi kahti thi""""agar 
 tu isi tarah Masti karega to tujhe 
 Khana nahi Dungi"""" 

 mh fir bhi bahut Masti karta rahta 
 aur mujhe pure Gaanv se dhund kr 
 laati apne paas bethakar apne hatho 
 se khana Khilati thi..!! 

 Aur ye nayi Maa kahti hai ki""""agar tu 
 isi tarah Masti karega to tujhe Khana 
 nahi Dungi"""".... 
 aur Sach me usne aaj mujhe 3 din 
 se khana nahi Diya....   

  
 .......THE END...""",safe,ID
"So I've heard that you're monster, Sean! I'm here to get you!",Harassment,SG
NAO ESTAO NAO SENAO RECRUTARIAM A TUA MAE SEU VERME,Harassment,BR
@USER Sale palla CTM aweonao,Harassment,MX
@USER sildim diyo ama,safe,TR
e quem reclamar eu vou mandar tomar no cu,Harassment,BR
Kawasaki dating a faggot smh,Hate_Speech,ID
"@USER @USER @USER damn yall smoking hard on the copium when your strimmers are in hot water lmfao. ""tell myself whatever i need to hear to convince myself that my strimmer is good person and i can sleep good at night""",Harassment,SG
"mano, não vem uma palavra de incentivo e ainda quer ficar com raiva por eu ignorar ou e encerrar o assunto, ora vá se fuder",Harassment,BR
@USER Yanında olsam sikicin olurdum,Harassment,TR
"@user @user #horadeporcafé  
 -ofensas difíceis demais para serem entendidas: A vissitude de seus argumentos é um ultraje, poderia ser mais celére e pragmático suas falas são cheias de subterfúgios deveria perscrutar mais antes de falar. Vc é apenas um pernóstico obtuso",Harassment,BR
لقد فاتهم شهر أفريل لهذا العام بدون شك هذي سمكة أفريل للعام القادم,safe,SA
لن نتبع التنظيم بل سنتبع ما ألفينا عليه أبائنا من ذل  وهوان و مش جنب الحيط و عبادة للمادة تماماً مثلما تفعل حضرتك !!,Hate_Speech,SA
انسان محترم واحسن واحد الوسط الفني,safe,SA
@berrynawal عن جد ما يتستحي حالك هلقد تبييض الطناجر ما كلكن كلكن بدكن ياه يرحل انضبي انكشفتو,Harassment,SA
You’re putting cameras in because the city wants the fair evasion ticket revenue and arrest numbers not because you care if we’re safe. Remember when someone shot up the train and with all your resources you caught him because he called you and said pick me up at the McDonald’s? LINK,Politically_Sensitive_Topics,SG
"Os astecas, ao contrário do que muitos pensam, são povos totalmente pacíficos; embora tudo o que fizessem fosse grato aos deuses. tudo isso por causa de você, que é um estúpido otário. você é um filho da puta. adeus otário. J.R.",Harassment,BR
@yumnafawaz سخيفة فعلا ، وكمخة,Harassment,SA
Sıfır emisyon günü kutlu olsun. #sıfıremisyon,safe,TR
@username ingapheliswa ngokubanjwa komntu uthwele umntwana.ukunyoluka nentlonti kubazali tjuu mabagwetywe unaphakade@username #ndiyacaphuka,Harassment,ZA
"Africanas y líderes:ellas construyen el futuro de su continente.  Mujeres que aportan, que suman, que impulsan y que construyen otro mundo posible\nLINK",safe,MX
REDIRECT Talk:Yantra Mantra (Delhi),safe,ID
Sizin gibi şerefsizler yüzünden kulüp soyuluyordu az daha. Adam olup biat ediceksiniz. BAŞKANIMIZ MUSTAFA CENGİZ'DİR !,Harassment,TR
إنسان يسأل يجادل الناس ورسوله والمؤمنين وليجه,SA_Religious_Violation,SA
เป็นเพราะข้าราชการที่เห็นแก่เงินและคนเห็นแก่ตัวนายจ้างเหี้ยเลวชั่วขบวนการค้ามนุษย์ถึงทำให้แรงงานพม่าเข้ามาเยอะโดยผิดกฏหมาย,Hate_Speech,TH
Mainha foi comprar ovo nunca fui triste,safe,BR
i wont lie e nor easy like that but na to commot eye face your hustle consistency is key,safe,ZA
kutembea katika chama boot up yo,safe,ZA
"Abaixa a crista IP, senão xolicito seu bloqueio por ofensas. Cala-te. John Alan Alves da Silva (discussão) ",Harassment,BR
"$ANPC VOLUME INCREASE,, currently $0.1999
👀
today's high $0.21.97 
Recent #news 👇 LINK",safe,SG
نظمت إدارة علاقات الموظفين والارتباط الوظيفي بالمدينة الجامعية بالأحساء مبادرة التبرع بالدم، والتي أقيمت على مدار 3 أيام  7-9  يونيو 2022 بالتزامن مع اليوم العالمي للتبرع بالدم، بهدف التوعية والتثقيف بأهمية التبرع بالدم ودوره في تجنب العديد من الأمراض. #كاساو #جامعة_لصحة_وطن,safe,SA
ربي يوفقكم يامبدعين☺,safe,SA
"Se vc n faz parte do fandom, n conviveu cm a gente  não sai faland merda.
Se deixando se levar por mentiras.

Qual é o problema de entender q nng ameaçou nng aqui .

VÃO TUDO SE LASCAR !",Harassment,BR
แรงงานเถื่อนที่ลักลอบเข้าเยอะจะตายไป เอาโรคมาปล่อยเพียบล่ะทีนี้ กูว่าแล้วเชียว เจอพม่าตีเมืองแตกอีกจนได้,Hate_Speech,TH
The latest Insights from Karllestone Capital ! LINK Thanks to @USER @USER #designthinking #graphicdesign,safe,SG
"Ɛna NDC should've changed JM. JM had 1.4m more votes in 2020. Addo D had 950K. Thus, JM had 450K more votes than Addo D in 2020. This even when the odds were against him. Now you want us to change him when the odds are in his favor? Woyale. He'll beat Bawumia like a thief.",Politically_Sensitive_Topics,ZA
ẹ bá mi kìlọ̀ fajáni kò fọwọ́mu àṣàkẹ́ lọla àti sade ifè olójú mẹta arike nìkan ni tèmi kò má de bẹ ayinde yàtò sajani olójú mẹ́ta,safe,ZA
#Antifa are domestic terrorists. LINK,Politically_Sensitive_Topics,SG
@DimaSadek الثوره مموله من ايران للسيطره على لبنان لقمع الاحرار المقاومين .ويجب على الاحرار مقاومتها ..لبيك يا لبنان لبيك يا لبنان..,Politically_Sensitive_Topics,SA
ไม่รู้จะสมน้ำหน้า หรือสงสารดี จังหวัดที่มีพม่าเข้ามาครอบครองเมือง,Hate_Speech,TH
هيدا جبران باسيل اللي عمل انتخابات مغتربين	,Politically_Sensitive_Topics,SA
@USER Send a referee to the players place of play to ensure that integrity,safe,SG
"@USER It was a sweet scene，Ice cream melts, and so do I🥺🥰",safe,SG
This plyer teeth guy dey bore me pass everyone. Someone who claims to be a pastor. Doing the same thing he complained of. Siaman,Harassment,ZA
haisisimui hata kidogo,safe,ZA
toplu konut mahrukat yoğaltılmak toner yanardağ bilimci sepilenmek nakdî teminat önemseme kurala aykırı #çerkezköy kamçıbaşı #kapaklı usangın taş bademi LINK,safe,TR
¿Quiénes son más conflictivos socialmente para los y las francesas: los musulmanes o los gitanos? LINK,Hate_Speech,MX
"@USER Eu acompanhei sim, ADM🎥  
PS: Me segue por favor, sempre que possível estou por aqui. 
Ficaria muito grato em ter meu follow 🙏",safe,BR
mahasiswi sengama kenakan tantegirang tante tantehot tantebispak cewekbugil ceweknakal sengama ngentotcewek member video porno bokepvideo videobokep vcs customer pelayanan ps bokepbarat toketgede bokepindo openvcs memekbasah memektembem memekbecek,Sexually_Explicit_Information,ID
@77youssef33 بصحتك حتى أنا تشهيتو مشرمل :-P,safe,ZA
Because you just made it up ding dong...,Harassment,ID
"@Soma Sanyal saali bra pahan ke dance karte ho tiktok mein tab uncomfortable
nahi huwa..😂lol..",Harassment,ID
@USER MUJERES Ecuato-Guineanas MUJERES!!!!!♥️,safe,MX
"Youth To The People Resurfacing Energy Facial - Dual-Action Microdermabrasion Facial for Smooth, Soft Skin - Exfoliating Face Scrub with Enzymes, Yerba Mate Caffeine, Micro-Exfoliants - Vegan (2oz) LINK",safe,SG
@USER Anasını siktiğim dm dedim lan kahpe,Harassment,TR
Same. Don Moen kasa nyɛ me kasa,safe,ZA
"itzy no limit derken şaka yapmiyodu 
LINK",safe,TR
REDIRECT Talk:Segunda División 1981–82,safe,MX
todo combate é a música do skyrim acho isso engraçado demais,safe,BR
3. 		Lol.,safe,MX
mal #alsancak deli bicilemez paha Öküz şapşal insanlara deger verdigim #cigli dedigim  salak LINK,Harassment,TR
"Merhabalar, vaktiniz varsa silinmesine rağmen ısrarla maddeleri tekrardan oluşturan, maddelere konulan sil etiketlerini kaldıran Selim Bo adlı kullanıcımız daha önce bu konuda uyarılmasına rağmen burada ve burada görüleceği üzere hızlı sil etiketlerini çıkarmaktadır. Diğer alternatif hesabı Yerteki ile kullanıcı sayfama sil etiketi koymakta yine sil etiketi kaldırmaktadır. Saygılarımla... Cenk (mesaj)  Merhabalar . Yeterki hesabının kendi alternatif hesabı olduğunu yazmamıştı. Ayrıca alternatif hesabı robot çeviri eklemek ve hakaret etmek haricinde kullanmamış. Eğer iyi niyetli bir kullanıcı olsaydı VP:KUKLA politikasını hatırlatıp diğer hesabının kullanıcı sayfasında alternatif hesabı olduğunu belirtmesi ve oylamalarda sadece ana hesabından oy vermesi gerektiğini belirtebilirdim lakin resmen diğer hesabını sinirlendiği kişilere baskı unsuru olarak kullanması kötü niyetinin bir göstergesiydi. Kendisini kuklacılıktan ötürü süresiz engelledim. Eğeryeni bir hesap açık benzer hareketlere giriştiğini görürseniz benden ya da o an aktif olan bir hizmetliden bu mesajımı referans göstererek kuklacılıktan süresiz engel isteyebilirsiniz. Dikkatiniz için teşekkürler. İyi çalışmalar...  Çok teşekkür ederim sayın Sabri, bende iyi çalışmalar dilerim. Cenk (mesaj)  Merhabalar. Engel süresi dolan kullanıcımız sil etiketlerini çıkarmaya devam etmekte. Cenk (mesaj) ",Harassment,TR
@USER Im already on my way baby. 😏,Sexually_Explicit_Information,SG
‘It’s not a banger’: response to Space Force official song is less than stellar LINK,safe,SG
tertawa nislam jadi sumber masalah disemua negara dan benua tapi masih ada juga orang bodoh yang berkata islam sumber damai,ID_Blasphemy,ID
"@USER بیست و شیش
#MahsaAmini twenty two yo Iranian girl is brutally killed by Sharia police in Iran.
#مهسا_امینی",Politically_Sensitive_Topics,SG
@USER @USER Yummy 😋 😋 😋,safe,SG
@USER @USER She didn’t say anything that was intelligent whatsoever lmao,Harassment,SG
kayode wu onye iberibe #bbnaija,safe,ZA
تقصد صهرنا باذان؟! لا ورب الكعبه.,Harassment,SA
"@USER Hastir yalancı fondaş, sahtekar Atatürkçü ler",TR_Insulting_State,TR
اكيد سليمان بك فرنجية مع محبتنا و تقديرنا لمعالي الوزير جبران باسيل	,safe,SA
黑色不符合中国人的审美观！！！,Hate_Speech,SG
Sir kya gazab show dikhaya rat me prime time me ,safe,ID
Ken? ...,safe,ID
enjoying this tonight the song is just don abeg we wan see video soon ka fun won ni nkan tan fe ko kuro lona,safe,ZA
Bhut bdia jai bsp,safe,ID
"[Foro] Abrimos las puertas a nuestra partida de #EdadOscura 20º Ani. por foro de #HispaniaNocturna. Los Lasombra ya han comenzado a reclamar el trono de Toledo, mientras que vástagos del Reino de León miran preocupados a las hordas árabes que se aproximan a la capital del Tajo... LINK",safe,MX
vc é mó inútil.. eu abro o tópico de era vitoriana pra ser desenvolvido e vc apaga... vc é um poço de prepotencia e arrogancia... dono da verdade...,Harassment,BR
@USER @USER And her Gemini definitely be showing! 🤣,safe,SG
"Dada Ranu Mondol maap er bairer mal....oke niye alochona kora tai bekar time
nosto kora.....chara r ki6u noy",safe,ID
abeg as from todaymake una know wetyn una suppose dey post for i want make this year fasting meet allah with clean sheetall post wey go make dey say wa iyyazubillahastaghfirullah subhanallah abeg una leave them till after ramadanthanks for una understanding,safe,ZA
"Bazı kadın oyuncuların fanlarına acıyorum.Sevdiğiniz kadın oyunculara sayğınız olsun,onları erkek oyunculara/partnerlere yamamak/ruh hastası gibi ship'lemek nerdeyse erkek oyunculara yalvarıyorsunuz kızımızla sevgili ol/arkadaş ol/yakın ol diye dua ediyorsunuz.Kururunuz olsun!",Harassment,TR
นางฟ้า หมวกขาว สงสารคนไทยที่ต้องมารับเชื้อ และเกลียดพวกพม่าที่มันหนีเข้ามา เห็นแก่ตัวมาก แค่นั่นบ่พอ มาใช้ภาษีเฮารักษาพวกมันอีก ปล่อยให้มันตายโลด อย่าสิได้รักษามัน,Hate_Speech,TH
Que persona mes subnormal i asquerosa de veres,Harassment,MX
gagal paham yang fatal membahayakan ajak tegakan minhaj nabi tapi bilang nabi gagal jk nabi gagal berarti alah yang mengutus juga gagal keracunan delusi khilafah belajar di mesir tapi bertentangan dengan ulama yang jadi guru kali mbok iya ngaji sejarah khilafah dulu sama gus sana,ID_Blasphemy,ID
"“Meu maior medo é engravidar na adolescência…” 

- disse Patrícia Ramos, 22 anos, casada.",safe,BR
"ใครโทรมาตอนกุลงเวร อิดอก จะด่า
เร็วกว่าวิ่งควายอีก",Harassment,TH
usir paham islam front pembela islam di pulau kalimantan borneo mereka yang suka buat permusuhan di negara indon fpisering mengatakan agama lain kafir,ID_SARA,ID
"@USER Why am I suddenly seeing ads on a service I PAY for? stop this shit now. 
🖕",Harassment,SG
"@USER Are you a comedian?? 
Sadly, fascism isn't funny &amp; DeathSantis silently supporting Nazi flags and hand gestures just shows how dangerous he is.",Politically_Sensitive_Topics,SG
Main bhi aapko Raksha Bandhan ki hardik Shubh Kamnayien deta hoon. :),safe,ID
คนนั้นต้องใจเหี้ยขนาดไหนถึงคิดแบบนั้นได้วะ5555 ความคิดต่ำเว่อร์ แบบเกิดเป็นคนมึงคิดได้แค่นี้หรอ แถมหน้าด้านเหมือนส้นตีนไปอีก,Harassment,TH
".@USER lamenta que el Gobierno no esté haciendo nada en materia de inmigración. Critica que el ministro del Interior parece que no quiere quitar las concertinas y que el PSOE, que renegaba de la Ley de Seguridad Ciudadana ahora esté reconociendo que es útil.",Politically_Sensitive_Topics,MX
dan dan nikmati keseruan url nya dan belum paham ngajak pidio tuiter kemari dan dan ntapi berdasarkan pengalaman yang pernah ada yang suka ngamuk tidak keruan tidak peduli itu di darat laut udara penyebabnya karena target crotz sudah diambil hak kelola oleh pihak lain dikenal juga sebagai gudpren nbegitu juga dengan emak baju pink kemungkinan dan patut diduga beliau itu sebetulnya korban di gudpren dan dan dan dan wah wah wah segaris itu boleh juga dan dan chingchong nwinglong wingching dan babi babi babi babi babi dan dan nkenapa golongan ini selalu saja jadi pembawa masalah dan dan sipit tidak auto hate kalau di kaskus ini o dan dan lagi ulah pemakan babi dan dan emak cipiters pada tidak puasa tapi mereka yang emosi di dan yang puasa saja santai baik dan dan pasti pelakunya dari bani ahog babi dan dan dan ntranslet saya rusak ini dan boleh juga boleh juga dan dan kayaknya pengunjung itu futkort cipiters semua dan dan babikers bau kotoran buat gaduh di dan dan dan nanjay luh iya tertawa tertawa dan dan kalau ada kasus ribut dimal begitu aku sudah pasti duga dari yang sipit yang ribut dan dan rebutan titit kali ini ah rebutan bangku sampai kaya begitu boleh juga dan dan dan nmereka tidak malu sama orang indonesia iya nohope dan nkalo baru lepas dari kandang biasanya begitu beringas dan dan tidak heran sama kelakuan babi mah dan dan dan dan dan neh tahun kmaren ada lho yang tiap harinya marah marah terus dan nhm dan dan kaum pancasilais dan kebhinekan lagi syuting itu dan dan seram ini dapat binik amoy takut dan dan kaum tolol pembuat onar dan dan dan nsoak dan tertawa dan dan dan nhah kamu tidak lihat matanya yang semi merem dan dan sesama amoy brantem yah bingung dan dan ini emak babi memang paling ribut sedunia pantes anaknya tidak ada yang betah di rumah dan dan cinta ngamuk dan dan sih sipit lagi sih sipit lagi sudah bau kotoran kelakuanya bodoh lagi hamer dan dan dan npada rebutan kursi padahal kursinya buanyak matanya pada dikemanain dan dan font trebuchet ms pasti cina kapir itu nboikot dan dan whatsap cheng banci cing cang dan boleh juga dan dan buat gaduh terus yang satu ini kembalikan ke habitatnya saja lagi dan dan dan ndari pakaianya saja tampak tidak puasa om dan dan boleh juga dan dan gara stres junjunganya dipenjara jadi pada suka ribut sendiri wakaka dan dan mau berkomentar tapi ternyata sudah banyak sekali diwakili sama juragan juragan di atas malu dan dan babi vs babi dan tertawa dan npaling suka deh geng babi hitam dekil yang komuk amp warna kulit hitam dekil bak kotoran babi membicarakan orang lain hobi nguik jadi tersalurkan kalau ada kasus yang beginian dan nbtw jangan pada ngaskus melulu woi sikat itu jamban koh asing majikan kamu pada dasar pembantu pemalas marah,ID_SARA,ID
@USER NAO DA SPOILER PUTA,Harassment,BR
so glad to see all these woman win  amp  more so  susan kihika  hongera mheshimiwa smilingface  uchaguzi mkuu Kenya,safe,ZA
